收寄城市,寄达城市,流量
无锡,济南,1196
无锡,杭州,1186
无锡,呼和浩特,527
无锡,哈尔滨,1126
无锡,芜湖,293
无锡,襄阳,186
无锡,漯河,323
常州,杭州,1810
苏州,长春,851
苏州,漯河,488
苏州,南宁,936
苏州,海口,397
徐州,金华,1268
连云港,蚌埠,220
连云港,金华,153
连云港,襄阳,94
连云港,广州,943
连云港,南宁,341
连云港,柳州,130
连云港,南充,139
连云港,兰州,231
淮安,乌鲁木齐,410
淮安,信阳,133
徐州,呼和浩特,1800
徐州,银川,1321
盐城,天津,281
盐城,汕头,215
盐城,中山,225
盐城,蚌埠,185
扬州,柳州,208
扬州,昆明,487
常州,锦州,361
常州,北京,1869
常州,宁波,1218
常州,南昌,1708
南通,蚌埠,917
南通,济南,2129
南通,金华,836
南通,长沙,1859
南通,成都,1970
南通,兰州,1092
南通,银川,618
南通,阿克苏,447
合肥,石家庄,2607
合肥,广州,5802
安庆,锦州,311
安庆,金华,569
安庆,福州,1120
蚌埠,厦门,865
蚌埠,广州,3913
安庆,昆明,1089
济南,天津,3094
潍坊,锦州,156
潍坊,信阳,209
青岛,石家庄,519
临沂,哈尔滨,540
临沂,厦门,173
杭州,襄阳,247
杭州,贵阳,1163
湖州,沈阳,515
湖州,北京,479
湖州,徐州,341
湖州,漯河,325
湖州,信阳,364
湖州,银川,150
嘉兴,徐州,305
嘉兴,济南,799
嘉兴,南昌,409
嘉兴,漯河,205
嘉兴,中山,234
嘉兴,南宁,348
嘉兴,贵阳,339
嘉兴,衡阳,157
宁波,呼和浩特,531
宁波,天津,1285
宁波,北京,1221
宁波,南京,1112
宁波,徐州,894
宁波,长沙,2120
宁波,衡阳,677
宁波,武汉,2171
宁波,中山,985
台州,天津,797
台州,南昌,1016
台州,西安,1359
金华,侯马,1681
金华,石家庄,3890
金华,天津,3565
金华,福州,3578
金华,厦门,2451
金华,信阳,2271
金华,海口,1745
金华,昆明,2679
温州,太原,571
温州,济南,1285
温州,信阳,468
温州,中山,594
温州,乌鲁木齐,418
温州,阿克苏,105
温州,鹰潭,141
温州,衡阳,390
南昌,济南,2659
南昌,漯河,901
南昌,广州,5976
南昌,北京,2474
南昌,南昌,2225
南昌,徐州,1081
鹰潭,西安,375
福州,郑州,1237
福州,漯河,419
福州,中山,1005
福州,南宁,1071
泉州,西安,2282
重庆,合肥,1204
重庆,芜湖,453
重庆,长沙,2742
重庆,中山,1178
长沙,北京,4497
长沙,福州,2834
长沙,洛阳,1003
长沙,汕头,2277
长沙,蚌埠,1316
武汉,海口,2257
荆州,中山,225
洛阳,锦州,292
洛阳,西安,1958
洛阳,常州,409
洛阳,金华,415
洛阳,南宁,1026
漯河,石家庄,1202
漯河,济南,1688
漯河,漯河,559
郑州,哈尔滨,5794
郑州,芜湖,1037
郑州,金华,1429
郑州,昆明,2163
广州,福州,3491
广州,柳州,1524
汕头,柳州,250
汕头,西安,607
汕头,兰州,240
湛江,贵阳,510
中山,天津,673
成都,侯马,606
成都,广州,4210
昆明,广州,1891
昆明,贵阳,909
石家庄,大连,797
石家庄,嘉兴,534
石家庄,义乌,217
天津,杭州,792
天津,贵阳,870
天津,兰州,612
唐山,漯河,69
唐山,侯马,68
唐山,苏州,80
唐山,宁波,55
唐山,金华,39
唐山,重庆,75
唐山,武汉,127
唐山,洛阳,49
北京,沈阳,1538
北京,烟台,356
北京,杭州,749
北京,漯河,474
廊坊,唐山,155
廊坊,济宁,90
廊坊,泉州,90
廊坊,海口,219
保定,深圳,320
保定,无锡,165
保定,临沂,303
保定,赣州,121
保定,常德,148
保定,东莞,261
保定,淮安,63
保定,湖州,64
保定,宝鸡,79
北京,常德,262
北京,衡阳,354
北京,东莞,349
北京,海口,540
北京,大理州,188
北京,西宁,148
沈阳,南京,505
沈阳,连云港,143
沈阳,潍坊,249
沈阳,深圳,452
沈阳,东莞,304
沈阳,阿克苏,65
长春,西安,801
哈尔滨,常州,267
哈尔滨,漯河,294
哈尔滨,广州,1702
哈尔滨,中山,360
南京,廊坊,332
南京,嘉兴,784
扬州,唐山,161
扬州,蚌埠,308
扬州,济宁,160
扬州,台州,206
扬州,泉州,213
淮安,天津,210
淮安,长沙,303
淮安,太原,145
常州,上海,3335
常州,衡阳,629
常州,赣州,422
无锡,济宁,253
无锡,内江,39
常州,义乌,224
苏州,唐山,261
苏州,大连,301
苏州,济宁,279
徐州,唐山,1028
徐州,大连,993
徐州,安庆,1073
徐州,潍坊,1115
徐州,重庆,2969
徐州,鹰潭,537
连云港,包头,72
连云港,廊坊,103
连云港,盐城,171
连云港,扬州,130
连云港,烟台,142
连云港,东莞,259
淮安,衡阳,107
淮安,南充,77
淮安,包头,51
淮安,唐山,53
淮安,鹰潭,44
淮安,荆州,35
淮安,义乌,73
盐城,侯马,109
盐城,廊坊,67
盐城,大连,72
盐城,连云港,100
盐城,柳州,88
盐城,海口,128
常州,大理州,281
南通,常德,374
合肥,扬州,415
合肥,济宁,753
合肥,临沂,797
合肥,常德,605
合肥,东莞,1596
合肥,乌鲁木齐,732
安庆,苏州,1179
安庆,烟台,348
安庆,宝鸡,136
蚌埠,廊坊,322
蚌埠,大连,527
蚌埠,潍坊,550
蚌埠,长沙,2113
蚌埠,常德,415
蚌埠,海口,254
芜湖,沈阳,1108
芜湖,苏州,484
芜湖,重庆,753
芜湖,信阳,438
芜湖,温州,337
济南,保定,945
济南,常州,784
济南,徐州,1237
济南,临沂,1353
济南,南宁,1145
济南,海口,744
济南,银川,992
济南,汕头,895
济南,湛江,562
潍坊,哈尔滨,525
潍坊,上海,878
潍坊,昆明,216
潍坊,烟台,232
潍坊,宁波,209
潍坊,南昌,252
潍坊,厦门,174
潍坊,盐城,85
潍坊,台州,101
潍坊,常德,74
潍坊,襄阳,79
青岛,哈尔滨,689
青岛,上海,1093
青岛,常州,220
青岛,济宁,227
青岛,宁波,263
青岛,中山,278
青岛,昆明,126
济宁,北京,1188
济宁,常州,192
济宁,青岛,552
济宁,汕头,260
济宁,深圳,424
临沂,太原,395
临沂,上海,651
临沂,常州,137
临沂,无锡,123
临沂,衡阳,142
临沂,中山,202
临沂,侯马,214
临沂,烟台,125
杭州,荆州,118
湖州,唐山,119
湖州,廊坊,92
湖州,烟台,99
湖州,海口,303
嘉兴,大连,100
嘉兴,重庆,293
嘉兴,东莞,262
嘉兴,宝鸡,36
宁波,赣州,394
宁波,荆州,173
宁波,内江,100
宁波,拉萨,82
台州,苏州,995
台州,常德,301
台州,深圳,1093
台州,拉萨,68
金华,大连,974
金华,上海,9041
金华,苏州,4130
金华,临沂,1423
金华,内江,236
金华,喀什,79
温州,扬州,168
温州,潍坊,299
温州,济宁,254
温州,常德,241
温州,喀什,28
南昌,重庆,1932
南昌,东莞,1721
南昌,包头,251
南昌,襄阳,487
南昌,湖州,364
南昌,喀什,53
鹰潭,呼和浩特,141
鹰潭,侯马,95
鹰潭,济宁,65
鹰潭,福州,200
鹰潭,深圳,219
鹰潭,东莞,152
鹰潭,南宁,224
鹰潭,大理州,72
鹰潭,杭州,205
鹰潭,常州,64
鹰潭,乌鲁木齐,109
福州,无锡,445
福州,昆明,865
福州,洛阳,361
福州,兰州,566
福州,锦州,204
福州,大理州,194
厦门,济南,1353
厦门,青岛,674
厦门,贵阳,917
泉州,长春,951
泉州,赣州,544
泉州,包头,250
泉州,潍坊,460
厦门,无锡,597
厦门,合肥,1024
厦门,洛阳,363
重庆,盐城,390
重庆,潍坊,458
长沙,临沂,826
长沙,宁波,1591
长沙,台州,898
长沙,荆州,428
常德,沈阳,156
常德,徐州,128
常德,扬州,61
常德,长沙,1155
常德,广州,759
衡阳,沈阳,861
衡阳,哈尔滨,1042
衡阳,上海,1176
衡阳,南京,513
武汉,苏州,2683
武汉,银川,1351
武汉,淮安,337
武汉,盐城,735
武汉,赣州,1114
荆州,天津,166
荆州,长沙,341
荆州,海口,184
荆州,呼和浩特,156
荆州,盐城,51
荆州,南充,92
荆州,兰州,146
襄阳,石家庄,405
襄阳,唐山,141
襄阳,合肥,282
襄阳,潍坊,127
襄阳,重庆,410
襄阳,武汉,623
襄阳,信阳,222
襄阳,深圳,582
襄阳,昆明,255
郑州,潍坊,1579
郑州,临沂,1469
郑州,台州,994
洛阳,南通,291
洛阳,蚌埠,457
洛阳,烟台,292
洛阳,荆州,110
洛阳,宝鸡,156
漯河,长春,1132
漯河,南昌,1035
漯河,长沙,1260
漯河,苏州,713
漯河,深圳,802
漯河,银川,378
漯河,东莞,622
漯河,乌鲁木齐,363
漯河,湛江,308
信阳,衡阳,226
信阳,海口,187
信阳,乌鲁木齐,173
广州,南京,1150
广州,宁波,899
广州,赣州,647
广州,长沙,3568
广州,襄阳,452
汕头,连云港,47
汕头,扬州,39
汕头,安庆,89
广州,荆州,245
湛江,合肥,244
湛江,东莞,550
湛江,海口,273
湛江,赣州,127
中山,杭州,670
中山,太原,517
中山,长春,499
中山,扬州,122
中山,潍坊,191
中山,临沂,184
中山,洛阳,237
贵阳,石家庄,245
贵阳,长春,189
贵阳,济南,363
贵阳,温州,243
贵阳,信阳,134
贵阳,南充,175
海口,石家庄,55
海口,沈阳,112
海口,合肥,48
海口,温州,33
海口,深圳,113
海口,中山,56
海口,成都,140
成都,阿克苏,325
成都,北京,3740
成都,长春,1311
成都,东莞,1129
成都,保定,465
成都,金华,609
成都,洛阳,558
成都,湛江,459
昆明,南京,378
昆明,保定,123
昆明,济宁,107
昆明,赣州,131
昆明,衡阳,261
昆明,信阳,211
西安,上海,6225
西安,武汉,4593
西安,柳州,1244
西安,无锡,1212
西安,郑州,2566
太原,呼和浩特,694
济南,安庆,455
济南,大理州,268
呼和浩特,沈阳,523
呼和浩特,苏州,132
呼和浩特,天津,366
呼和浩特,南京,125
锦州,呼和浩特,174
太原,天津,1032
太原,武汉,914
太原,兰州,429
天津,湖州,131
沈阳,鹰潭,56
长春,盐城,80
长春,常德,70
南京,喀什,50
合肥,西宁,127
蚌埠,西宁,50
芜湖,临沂,221
芜湖,鹰潭,122
济南,常德,432
青岛,包头,151
南昌,淮安,209
南昌,扬州,335
鹰潭,赣州,63
福州,西宁,105
厦门,大连,260
厦门,扬州,271
厦门,安庆,389
厦门,赣州,410
衡阳,济宁,222
常德,深圳,383
漯河,扬州,141
信阳,唐山,215
信阳,安庆,133
信阳,台州,148
南宁,南京,901
南宁,泉州,816
南宁,武汉,2090
南宁,漯河,632
南宁,海口,1368
南宁,西安,1449
柳州,沈阳,125
柳州,哈尔滨,132
柳州,武汉,233
柳州,东莞,344
柳州,湛江,133
贵阳,汕头,150
成都,包头,557
南充,北京,378
南充,长春,159
南充,哈尔滨,227
南充,海口,121
南充,成都,1469
南充,泉州,82
南充,柳州,116
大理州,太原,158
大理州,侯马,63
大理州,无锡,62
大理州,徐州,59
大理州,济南,170
大理州,宁波,80
大理州,重庆,235
大理州,长沙,217
西安,济宁,440
西安,洛阳,757
义乌,杭州,6093
义乌,宁波,3813
深圳,中山,551
包头,西安,87
太原,厦门,223
太原,洛阳,224
大连,石家庄,101
大连,沈阳,564
大连,青岛,122
大连,杭州,81
大连,汕头,39
上海,石家庄,1272
上海,南京,2023
上海,厦门,1491
上海,长沙,1874
上海,衡阳,484
上海,襄阳,409
上海,郑州,2367
上海,湛江,445
上海,柳州,535
上海,贵阳,1349
芜湖,阿克苏,88
烟台,沈阳,588
烟台,徐州,160
烟台,合肥,216
烟台,宁波,205
烟台,郑州,381
烟台,漯河,143
烟台,广州,664
义乌,济南,9678
义乌,南昌,5299
义乌,福州,4731
义乌,柳州,1447
义乌,南充,1421
赣州,侯马,394
赣州,漯河,315
常德,锦州,54
常德,湛江,75
衡阳,锦州,154
荆州,侯马,79
荆州,蚌埠,80
漯河,阿克苏,87
深圳,石家庄,301
深圳,金华,206
深圳,南宁,578
东莞,哈尔滨,838
东莞,长春,574
东莞,济南,1033
东莞,金华,254
东莞,武汉,1069
南充,湛江,59
兰州,汕头,127
呼和浩特,大连,97
呼和浩特,蚌埠,85
包头,保定,10
包头,徐州,6
包头,南通,3
包头,天津,28
包头,福州,7
包头,长沙,10
包头,常德,2
包头,信阳,5
包头,兰州,13
包头,阿克苏,1
包头,拉萨,1
太原,苏州,312
太原,宁波,222
太原,温州,193
太原,南昌,362
太原,长沙,514
太原,深圳,499
太原,银川,269
侯马,太原,612
侯马,淮安,19
侯马,嘉兴,66
侯马,金华,85
侯马,鹰潭,34
侯马,武汉,395
侯马,漯河,132
侯马,信阳,145
侯马,东莞,166
侯马,湛江,63
侯马,南宁,132
侯马,内江,13
侯马,西宁,10
唐山,湖州,19
唐山,大理州,15
北京,淮安,89
北京,阿克苏,75
大连,潍坊,44
大连,义乌,16
大连,海口,31
大连,南充,15
大连,兰州,39
大连,银川,33
锦州,南京,39
锦州,徐州,30
锦州,连云港,10
锦州,临沂,30
锦州,台州,16
锦州,大理州,6
锦州,银川,37
锦州,阿克苏,4
长春,拉萨,55
哈尔滨,鹰潭,66
哈尔滨,阿克苏,37
哈尔滨,喀什,9
上海,盐城,484
上海,烟台,611
上海,临沂,506
上海,宝鸡,119
上海,喀什,71
连云港,西宁,19
盐城,荆州,29
扬州,东莞,399
芜湖,西宁,51
芜湖,拉萨,65
安庆,拉萨,30
潍坊,内江,22
潍坊,西宁,35
烟台,连云港,42
烟台,南通,90
烟台,临沂,138
烟台,台州,95
烟台,长沙,300
烟台,南充,86
青岛,宝鸡,46
济宁,淮安,53
济宁,义乌,55
临沂,淮安,37
湖州,淮安,60
湖州,喀什,17
义乌,无锡,2312
义乌,济宁,1815
义乌,海口,1318
义乌,银川,1035
义乌,拉萨,70
鹰潭,荆州,24
鹰潭,拉萨,20
赣州,哈尔滨,844
赣州,南京,357
赣州,烟台,167
赣州,湖州,89
赣州,台州,181
赣州,温州,300
赣州,重庆,548
赣州,衡阳,251
赣州,海口,350
赣州,南充,232
赣州,西安,821
赣州,银川,178
赣州,西宁,50
赣州,拉萨,36
厦门,宝鸡,83
泉州,宝鸡,141
常德,唐山,33
常德,廊坊,25
常德,湖州,53
衡阳,唐山,195
衡阳,淮安,79
荆州,淮安,23
襄阳,大理州,60
漯河,宝鸡,112
洛阳,喀什,7
广州,淮安,133
广州,内江,130
深圳,保定,106
深圳,淮安,61
深圳,烟台,75
深圳,湖州,79
深圳,赣州,118
深圳,重庆,338
深圳,海口,203
深圳,银川,96
东莞,无锡,263
东莞,潍坊,223
东莞,宁波,362
东莞,温州,307
东莞,鹰潭,111
东莞,重庆,630
东莞,衡阳,363
东莞,荆州,83
东莞,大理州,151
南宁,包头,145
南宁,芜湖,363
南宁,济宁,262
南宁,宝鸡,103
南宁,拉萨,50
柳州,包头,14
柳州,扬州,23
柳州,烟台,30
柳州,金华,79
柳州,南充,66
柳州,阿克苏,11
贵阳,保定,70
贵阳,安庆,63
贵阳,西宁,25
海口,唐山,17
海口,保定,20
海口,金华,32
海口,鹰潭,11
成都,淮安,141
南充,连云港,20
南充,潍坊,41
南充,济宁,39
南充,赣州,43
南充,喀什,2
内江,包头,15
内江,侯马,35
内江,常州,43
内江,鹰潭,17
内江,荆州,14
内江,郑州,128
内江,信阳,59
内江,西安,134
昆明,湖州,115
昆明,内江,65
昆明,西宁,55
大理州,南通,42
大理州,合肥,74
大理州,潍坊,40
大理州,烟台,41
大理州,宝鸡,15
西安,内江,253
宝鸡,安庆,80
宝鸡,信阳,148
宝鸡,西安,1724
宝鸡,拉萨,26
兰州,包头,42
兰州,保定,44
兰州,徐州,68
兰州,潍坊,43
兰州,济宁,34
兰州,温州,92
兰州,衡阳,51
兰州,武汉,218
兰州,漯河,71
兰州,深圳,280
银川,苏州,49
银川,南通,16
银川,济宁,13
银川,金华,29
银川,赣州,12
银川,重庆,58
银川,襄阳,11
银川,深圳,69
银川,东莞,44
西宁,侯马,27
西宁,北京,85
西宁,大连,12
西宁,上海,47
西宁,芜湖,9
西宁,烟台,16
西宁,台州,11
西宁,赣州,7
西宁,重庆,59
西宁,长沙,69
西宁,襄阳,12
西宁,南充,27
乌鲁木齐,北京,439
乌鲁木齐,沈阳,178
乌鲁木齐,大连,55
乌鲁木齐,锦州,27
乌鲁木齐,台州,44
乌鲁木齐,武汉,270
乌鲁木齐,郑州,249
乌鲁木齐,东莞,116
乌鲁木齐,柳州,39
乌鲁木齐,成都,705
阿克苏,上海,51
阿克苏,济南,31
阿克苏,厦门,9
阿克苏,重庆,55
阿克苏,衡阳,9
阿克苏,广州,72
阿克苏,柳州,5
阿克苏,成都,106
阿克苏,大理州,6
阿克苏,阿克苏,181
喀什,侯马,4
喀什,沈阳,11
喀什,无锡,5
喀什,潍坊,4
喀什,济宁,2
喀什,南昌,16
喀什,福州,5
喀什,厦门,2
喀什,常德,3
喀什,衡阳,3
喀什,东莞,4
喀什,成都,29
喀什,宝鸡,2
喀什,兰州,32
拉萨,侯马,9
拉萨,石家庄,12
拉萨,唐山,2
拉萨,徐州,7
拉萨,潍坊,3
拉萨,金华,4
拉萨,温州,5
拉萨,重庆,58
拉萨,宝鸡,5
石家庄,北京,6292
保定,石家庄,1568
保定,廊坊,358
无锡,盐城,389
连云港,南京,545
连云港,无锡,287
连云港,南通,215
淮安,南京,866
徐州,徐州,1499
盐城,徐州,368
南通,无锡,1422
南通,扬州,633
湖州,温州,227
宁波,金华,968
金华,台州,1805
郑州,郑州,5222
郑州,信阳,2890
汕头,湛江,366
中山,广州,6111
成都,内江,982
石家庄,天津,3310
石家庄,广州,5335
石家庄,洛阳,979
石家庄,湛江,810
石家庄,南充,885
石家庄,兰州,1589
天津,长春,1552
廊坊,杭州,255
保定,湛江,180
保定,太原,595
保定,昆明,476
保定,福州,377
保定,银川,244
北京,厦门,678
北京,太原,1334
沈阳,北京,1763
沈阳,长春,2215
沈阳,西安,1066
南京,呼和浩特,1006
南京,金华,952
南京,南昌,1608
南京,郑州,2268
南京,广州,4139
南京,中山,1023
扬州,常州,440
扬州,合肥,525
扬州,杭州,769
扬州,信阳,357
无锡,合肥,750
无锡,青岛,615
无锡,广州,1284
无锡,太原,563
无锡,蚌埠,357
无锡,宁波,590
无锡,乌鲁木齐,510
常州,湛江,649
苏州,金华,621
苏州,呼和浩特,521
苏州,哈尔滨,997
苏州,侯马,404
苏州,北京,1330
苏州,蚌埠,616
苏州,武汉,1672
苏州,汕头,537
苏州,湛江,300
苏州,成都,1765
苏州,大理州,201
徐州,厦门,2084
徐州,广州,8546
连云港,北京,905
连云港,郑州,639
连云港,中山,244
连云港,汕头,218
连云港,湛江,146
连云港,贵阳,361
淮安,西安,350
淮安,广州,616
淮安,厦门,140
淮安,芜湖,138
淮安,宁波,291
徐州,长春,3042
徐州,洛阳,1490
盐城,西安,374
扬州,沈阳,746
扬州,南宁,549
扬州,银川,279
扬州,阿克苏,112
常州,福州,1675
常州,柳州,614
常州,成都,2646
南通,芜湖,535
南通,杭州,2422
南通,南昌,1263
南通,襄阳,313
南通,漯河,753
南通,海口,1146
南通,乌鲁木齐,1947
合肥,侯马,1209
合肥,长春,2197
合肥,青岛,2054
合肥,南昌,2581
合肥,洛阳,1142
合肥,中山,1445
合肥,汕头,1302
合肥,贵阳,2443
合肥,西安,4059
安庆,呼和浩特,584
安庆,南京,1092
安庆,徐州,952
安庆,武汉,1852
安庆,洛阳,483
安庆,漯河,645
安庆,南充,519
安庆,银川,485
蚌埠,天津,1865
蚌埠,青岛,1251
蚌埠,锦州,406
蚌埠,湛江,536
蚌埠,南宁,1671
蚌埠,贵阳,1763
蚌埠,南昌,1449
蚌埠,哈尔滨,1970
蚌埠,太原,1534
芜湖,呼和浩特,541
济南,石家庄,2867
济南,漯河,1197
济南,中山,1170
济南,哈尔滨,3267
潍坊,青岛,596
济宁,济南,1371
临沂,漯河,230
临沂,石家庄,428
天津,呼和浩特,1253
杭州,蚌埠,573
杭州,南昌,1045
杭州,厦门,705
杭州,中山,712
杭州,乌鲁木齐,603
杭州,大理州,226
湖州,侯马,250
湖州,天津,377
湖州,长春,409
湖州,郑州,712
湖州,广州,1194
湖州,汕头,336
嘉兴,青岛,346
嘉兴,西安,501
嘉兴,蚌埠,182
嘉兴,安庆,101
宁波,蚌埠,679
宁波,郑州,2097
宁波,洛阳,659
宁波,信阳,913
宁波,广州,3854
台州,常州,512
台州,漯河,568
台州,南充,349
台州,阿克苏,126
金华,哈尔滨,3791
金华,锦州,743
金华,常州,2111
金华,蚌埠,2197
金华,芜湖,1278
金华,青岛,3054
金华,郑州,5441
金华,南充,1320
温州,徐州,567
温州,湛江,314
温州,襄阳,200
温州,大理州,167
南昌,汕头,1244
南昌,贵阳,2122
南昌,青岛,1327
鹰潭,合肥,155
鹰潭,漯河,121
泉州,汕头,2527
泉州,湛江,1590
泉州,沈阳,1536
泉州,金华,661
泉州,柳州,605
泉州,兰州,1082
重庆,天津,1545
重庆,杭州,1717
重庆,厦门,1053
重庆,信阳,810
重庆,成都,5250
长沙,南昌,3955
长沙,海口,2738
长沙,大理州,829
武汉,天津,3403
武汉,侯马,1607
武汉,合肥,2827
武汉,青岛,2539
武汉,信阳,2110
武汉,湛江,1277
襄阳,汕头,236
郑州,侯马,2422
郑州,石家庄,4878
郑州,福州,3098
郑州,南宁,4075
郑州,柳州,1662
洛阳,郑州,1476
洛阳,成都,1927
洛阳,呼和浩特,480
洛阳,长春,1073
洛阳,洛阳,342
洛阳,中山,718
洛阳,南充,482
郑州,蚌埠,1873
郑州,安庆,966
郑州,鹰潭,632
郑州,衡阳,1761
广州,信阳,831
广州,济南,2234
广州,呼和浩特,1015
广州,南昌,2136
汕头,太原,290
汕头,哈尔滨,373
广州,武汉,3139
湛江,西安,570
湛江,中山,586
中山,锦州,143
中山,沈阳,728
中山,厦门,639
成都,贵阳,2725
成都,郑州,1787
石家庄,深圳,1806
石家庄,淮安,219
石家庄,拉萨,219
天津,侯马,784
天津,南京,808
天津,无锡,425
天津,重庆,767
天津,洛阳,577
天津,南宁,696
唐山,太原,162
唐山,常州,40
唐山,南通,31
唐山,合肥,70
唐山,蚌埠,44
唐山,潍坊,43
唐山,温州,41
唐山,昆明,61
北京,石家庄,1453
北京,青岛,914
北京,嘉兴,229
北京,金华,308
廊坊,芜湖,77
廊坊,安庆,78
廊坊,重庆,253
廊坊,淮安,31
廊坊,大理州,57
廊坊,兰州,207
廊坊,乌鲁木齐,347
保定,喀什,72
保定,内江,45
北京,合肥,636
北京,安庆,213
北京,柳州,363
北京,南充,414
北京,济宁,290
北京,泉州,377
沈阳,成都,732
沈阳,无锡,267
沈阳,嘉兴,201
沈阳,湛江,110
沈阳,柳州,135
长春,保定,331
长春,长春,4451
长春,南京,308
长春,无锡,190
长春,苏州,396
长春,青岛,687
长春,温州,202
长春,衡阳,99
长春,东莞,249
长春,大理州,85
哈尔滨,大连,1014
哈尔滨,无锡,284
哈尔滨,潍坊,392
哈尔滨,温州,306
哈尔滨,福州,501
哈尔滨,重庆,525
哈尔滨,洛阳,258
哈尔滨,汕头,339
哈尔滨,深圳,873
南京,潍坊,610
南京,重庆,1578
南京,荆州,239
南京,拉萨,181
扬州,连云港,152
扬州,芜湖,182
扬州,安庆,168
扬州,重庆,415
扬州,长沙,670
扬州,衡阳,214
淮安,贵阳,179
常州,唐山,494
常州,潍坊,653
无锡,保定,200
无锡,临沂,258
无锡,重庆,526
无锡,衡阳,188
常州,湖州,304
苏州,嘉兴,563
苏州,温州,771
苏州,包头,146
苏州,潍坊,331
徐州,济宁,1216
徐州,临沂,1211
徐州,乌鲁木齐,725
徐州,义乌,404
徐州,阿克苏,135
连云港,唐山,145
连云港,上海,1003
淮安,呼和浩特,176
淮安,潍坊,61
淮安,台州,135
淮安,大理州,35
淮安,大连,50
淮安,烟台,61
徐州,西宁,166
盐城,呼和浩特,122
盐城,温州,205
盐城,常德,63
盐城,兰州,167
盐城,银川,100
盐城,东莞,240
盐城,乌鲁木齐,247
扬州,大连,176
扬州,荆州,66
常州,包头,202
南通,廊坊,188
南通,潍坊,478
南通,湖州,351
南通,温州,1051
南通,东莞,1147
南通,宝鸡,98
南通,西宁,289
南通,喀什,112
合肥,长沙,3198
合肥,襄阳,651
合肥,昆明,1500
安庆,保定,404
安庆,安庆,332
安庆,赣州,338
安庆,东莞,942
蚌埠,南通,385
蚌埠,淮安,173
蚌埠,大理州,179
芜湖,太原,700
芜湖,侯马,346
芜湖,北京,755
芜湖,宁波,374
芜湖,郑州,913
芜湖,烟台,227
芜湖,洛阳,283
芜湖,湛江,254
芜湖,海口,302
芜湖,乌鲁木齐,538
济南,福州,1530
济南,武汉,2870
济南,洛阳,971
济南,东莞,1256
济南,荆州,230
潍坊,蚌埠,141
潍坊,汕头,170
青岛,潍坊,328
青岛,长沙,504
青岛,成都,695
青岛,合肥,336
青岛,南昌,320
青岛,重庆,352
青岛,侯马,231
济宁,呼和浩特,504
济宁,徐州,315
济宁,福州,391
济宁,长沙,648
济宁,成都,870
济宁,漯河,279
临沂,苏州,280
临沂,嘉兴,118
济宁,蚌埠,222
济宁,洛阳,218
临沂,台州,85
临沂,乌鲁木齐,177
天津,包头,371
杭州,大连,270
湖州,济宁,143
嘉兴,南通,166
嘉兴,潍坊,165
嘉兴,济宁,145
嘉兴,荆州,51
嘉兴,义乌,114
宁波,大连,391
宁波,淮安,171
宁波,盐城,356
宁波,重庆,1203
台州,唐山,222
台州,廊坊,157
台州,上海,1864
台州,淮安,146
台州,南通,361
台州,烟台,290
台州,义乌,241
台州,赣州,300
台州,西宁,87
金华,保定,1266
金华,潍坊,1483
金华,义乌,876
温州,荆州,97
温州,宝鸡,69
温州,西宁,70
南昌,蚌埠,866
南昌,泉州,957
南昌,衡阳,843
南昌,银川,574
南昌,烟台,502
南昌,台州,619
南昌,鹰潭,376
鹰潭,临沂,70
鹰潭,厦门,136
鹰潭,银川,89
鹰潭,海口,113
鹰潭,温州,91
鹰潭,柳州,89
福州,深圳,1549
福州,西安,1326
福州,长春,775
福州,保定,319
福州,廊坊,162
福州,银川,316
厦门,上海,3325
厦门,武汉,2011
厦门,兰州,581
泉州,无锡,566
泉州,苏州,1205
泉州,长沙,2334
泉州,常德,454
泉州,襄阳,392
泉州,唐山,343
厦门,衡阳,543
厦门,盐城,325
厦门,临沂,295
重庆,包头,707
重庆,大连,575
重庆,海口,1587
重庆,西宁,122
长沙,唐山,694
长沙,盐城,563
长沙,鹰潭,610
常德,哈尔滨,145
常德,苏州,305
常德,盐城,80
常德,嘉兴,122
常德,台州,101
常德,金华,128
常德,温州,171
常德,南充,110
常德,西安,209
衡阳,济南,1102
衡阳,武汉,1331
衡阳,深圳,1323
衡阳,厦门,553
衡阳,苏州,623
衡阳,金华,331
衡阳,泉州,418
武汉,保定,1114
武汉,南通,955
武汉,蚌埠,1434
武汉,鹰潭,632
武汉,重庆,4206
武汉,深圳,4555
武汉,嘉兴,1043
武汉,包头,624
武汉,廊坊,594
武汉,临沂,864
荆州,北京,457
荆州,南宁,221
荆州,温州,134
荆州,长春,110
襄阳,洛阳,191
襄阳,南宁,357
襄阳,西安,512
郑州,上海,6344
郑州,重庆,3262
郑州,济宁,1403
郑州,温州,1556
郑州,荆州,471
洛阳,唐山,336
洛阳,潍坊,401
洛阳,临沂,360
洛阳,连云港,163
漯河,成都,1679
漯河,青岛,741
漯河,中山,526
漯河,嘉兴,332
漯河,无锡,331
漯河,台州,269
漯河,泉州,397
信阳,上海,1286
信阳,青岛,473
信阳,包头,146
信阳,宁波,312
信阳,长沙,735
信阳,襄阳,147
广州,太原,1241
广州,保定,528
广州,无锡,591
汕头,上海,391
汕头,盐城,54
汕头,芜湖,72
汕头,济宁,96
汕头,湖州,42
广州,南通,405
湛江,南京,223
湛江,宁波,244
湛江,成都,690
湛江,昆明,423
湛江,南通,98
湛江,深圳,727
中山,福州,940
